,Income,Kidhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
0,0.22832720525444059,-0.8232351152642226,0.9747197343705922,1.5455530399842332,1.6861537236868898,2.4496620309403676,1.4809634004617067,2.5005297656818986,-0.562316540558301,0.7494614615100651
1,-0.24244966978513452,1.03916563730074,-0.8743706358408779,-0.6385711739212294,-0.7197633222302813,-0.6527076329251613,-0.6353155397523262,-0.5739986035564809,-1.179871836033421,-0.11874992726969573
2,0.7662039553950438,-0.8232351152642226,0.3553929917837376,0.5664628751300603,-0.18065968786735961,1.3364587986121483,-0.14881463395599678,-0.23238434030777205,1.2903493458670585,-0.5528556216595761
3,-1.0287276827179437,1.03916563730074,-0.8743706358408779,-0.5632565458555239,-0.6573876951139102,-0.5067137663903128,-0.5866654491726933,-0.9156128668051897,-0.562316540558301,0.31535576712018465
4,0.23451428475513025,1.03916563730074,-0.39431832818982315,0.41583361899864907,-0.22075830529931245,0.15025863301650502,-0.0028643622170979642,0.10922992294093681,0.055238754916818796,-0.11874992726969573
5,0.40296251374164943,-0.8232351152642226,0.6339418616553373,0.3907287429767472,-0.30986634403698543,-0.6892060995588734,0.3620113171301491,0.45084418618964567,1.2903493458670585,0.31535576712018465
6,0.12841585047878715,-0.8232351152642226,-0.2105946055085553,0.9681408914804902,-0.015809816202664563,0.22325556628392923,0.5322866341588645,0.10922992294093681,0.36401640265437873,0.31535576712018465
7,-0.7569751843908766,1.03916563730074,-0.6817570556105165,-0.4126272897241126,-0.49699322538609875,-0.6344583996083052,-0.6353155397523262,-0.9156128668051897,-0.562316540558301,1.1835671558999454
8,-0.8808365243304902,1.03916563730074,-0.8654807782917843,-0.6636760499431313,-0.6395660873663755,-0.6344583996083052,-0.5866654491726933,-0.9156128668051897,-1.179871836033421,1.6176728502898259
9,-1.7929717092999093,-0.8232351152642226,-0.8891870650893673,-0.2619980335927014,-0.697486312545863,-0.48846453307345683,-0.6353155397523262,-0.9156128668051897,-0.871094188295861,1.1835671558999454
10,0.4237191675504148,-0.8232351152642226,-0.3320893253461679,0.8677213873928826,1.392097195852569,3.4168713967337383,2.064764487417302,0.45084418618964567,0.6727940503919387,-1.4210670104393368
11,0.27686584185339963,1.03916563730074,-0.21652117720795105,-0.6134662978993276,-0.5103594311967496,-0.6344583996083052,-0.5380153585930604,-0.5739986035564809,-0.25353889282074116,0.31535576712018465
12,-1.400870535523943,-0.8232351152642226,-0.8980769226384608,-0.31220778563650514,-0.6707539009245611,-0.579710699657737,-0.6353155397523262,-0.9156128668051897,-0.871094188295861,1.1835671558999454
13,1.2127514287770793,-0.8232351152642226,2.0740987846085015,-0.11136877746129019,-0.2341245111099634,0.3874986661356337,0.9944624946653774,1.1340727126870633,1.9079046413421785,-0.9869613160494565
14,-0.42183505866319543,1.03916563730074,-0.7499126301535675,-0.538151669833622,-0.6618430970507938,-0.6527076329251613,-0.34341499627452854,-0.9156128668051897,-0.871094188295861,1.1835671558999454
15,-0.5850941241975233,-0.8232351152642226,-0.6580507688129335,-0.538151669833622,-0.5771904602500044,2.0481788979695343,-0.36774004156434503,-0.5739986035564809,0.055238754916818796,0.7494614615100651
16,0.9810353223157656,-0.8232351152642226,2.0918784997066884,1.3447140318090183,1.4722944307164747,-0.6892060995588734,-0.27043986040507917,0.45084418618964567,0.9815716981294986,-0.11874992726969573
17,-0.7426850265763805,1.03916563730074,-0.895113636788763,-0.23689315757079954,-0.6618430970507938,-0.14172910005319184,-0.07583949808654737,-0.5739986035564809,-0.871094188295861,0.31535576712018465
18,-0.6138341063942753,-0.8232351152642226,-0.6521241971135378,-0.6134662978993276,-0.4212513924590767,0.5699909993041942,0.26471113597088325,-0.23238434030777205,-0.25353889282074116,1.1835671558999454
19,-1.994670501022393,1.03916563730074,-0.9040034943378567,-0.6385711739212294,6.939072607272713,-0.6709568662420173,-0.6353155397523262,8.649586504158657,-1.7974271315085408,-1.8551727048292173
20,0.24704811032426935,-0.8232351152642226,1.6622020515004976,-0.6636760499431313,-0.36333116727958925,-0.6892060995588734,-0.6596405850421427,0.10922992294093681,0.9815716981294986,1.1835671558999454
21,0.5151681942348023,-0.8232351152642226,0.23093498609642715,-0.6636760499431313,-0.2920447362894509,-0.30597219990489627,0.1187608642319844,-0.23238434030777205,0.9815716981294986,-0.5528556216595761
22,-0.4681782799554582,-0.8232351152642226,-0.1068796007691299,-0.5883614218774257,-0.6261998815557246,0.022513999798512648,-0.5136903133032439,-0.5739986035564809,-0.25353889282074116,1.1835671558999454
23,-1.3503360668279873,-0.8232351152642226,-0.8891870650893673,-0.5632565458555239,-0.6351106854294919,-0.4154675998060326,-0.36774004156434503,-0.5739986035564809,-0.871094188295861,0.7494614615100651
24,0.03756557342349862,1.03916563730074,-0.39431832818982315,-0.5632565458555239,-0.6128336757450736,-0.6344583996083052,-0.5136903133032439,-0.5739986035564809,-0.562316540558301,0.7494614615100651
